Timestamp_UTC,Stream_ID,Frame_Number,FPS,Latency_ms,Packet_Drop_Rate,CPU_Core_0_pct,CPU_Core_1_pct,CPU_Core_2_pct,CPU_Core_3_pct,CPU_Total_pct,Memory_MB,Thread_Count,GC_Gen0_Collections,GC_Gen1_Collections,GC_Gen2_Collections,Detection_Count,Image_Bytes,Packet_ID
2026-09-02T09:20:26.0527109Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000,154.094,35,0,0,0,0,0,210
2026-09-02T09:20:26.5654423Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,154.234,35,0,0,0,0,0,214
2026-09-02T09:20:27.0795164Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,12.195,154.312,35,0,0,0,0,0,218
2026-09-02T09:20:27.5936754Z,0,0,10.000,46.000,0.000,0.000,0.000,0.000,0.000,21.675,154.414,35,0,0,0,0,0,223
2026-09-02T09:20:28.1058952Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,10.556,154.508,35,0,0,0,0,0,227
2026-09-02T09:20:28.6105836Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,7.136,155.566,35,0,0,0,0,0,231
2026-09-02T09:20:29.1126549Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,35.289,155.680,35,0,0,0,0,0,236
2026-09-02T09:20:29.6186826Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,20.070,155.781,35,0,0,0,0,0,241
2026-09-02T09:20:30.1260936Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,16.581,155.875,35,0,0,0,0,0,246
2026-09-02T09:20:30.6318722Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,31.936,155.977,35,0,0,0,0,0,251
2026-09-02T09:20:31.1379406Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,156.293,35,0,0,0,0,0,256
2026-09-02T09:20:31.6427059Z,0,0,10.000,37.000,0.000,0.000,0.000,0.000,0.000,9.894,156.387,35,0,0,0,0,0,260
2026-09-02T09:20:32.1592157Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,6.935,156.500,35,0,0,0,0,0,265
2026-09-02T09:20:32.6735267Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,156.605,35,0,0,0,0,0,270
2026-09-02T09:20:33.1851371Z,0,0,10.000,42.000,0.000,0.000,0.000,0.000,0.000,11.880,156.691,35,0,0,0,0,0,274
2026-09-02T09:20:33.6971121Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,156.824,35,0,0,0,0,0,279
2026-09-02T09:20:34.2131962Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,8.734,155.168,35,0,0,0,0,0,283
2026-09-02T09:20:34.7178093Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,20.183,155.277,35,0,0,0,0,0,288
2026-09-02T09:20:35.2205759Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,155.105,35,0,0,0,0,0,292
2026-09-02T09:20:35.7239583Z,0,0,10.000,41.000,0.000,0.000,0.000,0.000,0.000,0.000,155.449,35,0,0,0,0,0,297
2026-09-02T09:20:36.2396850Z,0,0,10.000,40.000,0.000,0.000,0.000,0.000,0.000,6.071,155.531,35,0,0,0,0,0,301
2026-09-02T09:20:36.7532473Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,6.650,155.965,35,0,0,0,0,0,305
2026-09-02T09:20:37.2677382Z,0,0,10.000,36.000,0.000,0.000,0.000,0.000,0.000,0.000,158.180,36,2,1,1,0,0,310
2026-09-02T09:20:37.7824258Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,16.441,158.188,36,2,1,1,0,0,314
2026-09-02T09:20:38.2846309Z,0,0,10.000,38.000,0.000,0.000,0.000,0.000,0.000,3.702,158.195,36,2,1,1,0,0,318
2026-09-02T09:20:38.7876524Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,13.998,158.195,36,2,1,1,0,0,322
2026-09-02T09:20:39.3044235Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,13.662,158.195,36,2,1,1,0,0,326
2026-09-02T09:20:39.8076694Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,5.901,158.203,36,2,1,1,0,0,330
2026-09-02T09:20:40.3225137Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,12.101,158.203,36,2,1,1,0,0,335
2026-09-02T09:20:40.8260997Z,0,0,10.000,45.000,0.000,0.000,0.000,0.000,0.000,9.621,158.203,36,2,1,1,0,0,339
2026-09-02T09:20:41.3407212Z,0,0,10.000,43.000,0.000,0.000,0.000,0.000,0.000,10.788,158.195,36,2,1,1,0,0,345
2026-09-02T09:20:41.8565053Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,1.474,158.195,36,2,1,1,0,0,350
2026-09-02T09:20:42.3603169Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,11.885,158.137,35,2,1,1,0,0,354
2026-09-02T09:20:42.8628866Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,13.406,158.137,35,2,1,1,0,0,359
2026-09-02T09:20:43.3803908Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,6.487,158.156,36,2,1,1,0,0,363
2026-09-02T09:20:43.8844502Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,8.193,158.168,36,2,1,1,0,0,365
2026-09-02T09:20:44.3943588Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,9.895,158.180,36,2,1,1,0,0,370
2026-09-02T09:20:44.9073340Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,33.182,158.168,36,2,1,1,0,0,375
2026-09-02T09:20:45.4211731Z,0,0,10.000,43.000,0.000,0.000,0.000,0.000,0.000,10.980,158.168,36,2,1,1,0,0,379
2026-09-02T09:20:45.9356897Z,0,0,10.000,47.000,0.000,0.000,0.000,0.000,0.000,9.593,158.164,36,2,1,1,0,0,384
2026-09-02T09:20:46.4526987Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,4.324,158.188,36,2,1,1,0,0,389
2026-09-02T09:20:46.9574379Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,158.191,36,2,1,1,0,0,394
2026-09-02T09:20:47.4605009Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000,158.191,36,2,1,1,0,0,398
2026-09-02T09:20:47.9669438Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,4.768,158.191,36,2,1,1,0,0,402
2026-09-02T09:20:48.4817779Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,20.721,158.191,36,2,1,1,0,0,408
2026-09-02T09:20:48.9921600Z,0,0,10.000,49.000,0.000,0.000,0.000,0.000,0.000,10.078,158.191,36,2,1,1,0,0,412
2026-09-02T09:20:49.5088651Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,14.356,158.191,36,2,1,1,0,0,417
2026-09-02T09:20:50.0229727Z,0,0,10.000,43.000,0.000,0.000,0.000,0.000,0.000,10.565,158.176,35,2,1,1,0,0,422
2026-09-02T09:20:50.5408119Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000,158.184,35,2,1,1,0,0,428
2026-09-02T09:20:51.0589988Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,14.431,158.230,35,2,1,1,0,0,432
2026-09-02T09:20:51.5664767Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,34.987,158.203,35,2,1,1,0,0,437
2026-09-02T09:20:52.0695259Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,158.219,36,2,1,1,0,0,442
2026-09-02T09:20:52.5851887Z,0,0,10.000,35.000,0.000,0.000,0.000,0.000,0.000,7.347,158.246,36,2,1,1,0,0,446
2026-09-02T09:20:53.0965796Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,158.250,36,2,1,1,0,0,451
2026-09-02T09:20:53.6083959Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,18.023,158.195,33,2,1,1,0,0,456
2026-09-02T09:20:54.1205963Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,14.972,158.215,33,2,1,1,0,0,461
2026-09-02T09:20:54.6252540Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,9.915,158.180,33,2,1,1,0,0,466
2026-09-02T09:20:55.1278067Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,158.211,33,2,1,1,0,0,471
2026-09-02T09:20:55.6329244Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,20.443,158.211,33,2,1,1,0,0,476
2026-09-02T09:20:56.1380581Z,0,0,10.000,36.000,0.000,0.000,0.000,0.000,0.000,20.762,158.461,33,2,1,1,0,0,480
2026-09-02T09:20:56.6420143Z,0,0,10.000,35.000,0.000,0.000,0.000,0.000,0.000,18.644,158.457,32,2,1,1,0,0,485
2026-09-02T09:20:57.1479104Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,0.000,158.418,31,2,1,1,0,0,490
2026-09-02T09:20:57.6651400Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,158.438,31,2,1,1,0,0,495
2026-09-02T09:20:58.1818613Z,0,0,10.000,49.000,0.000,0.000,0.000,0.000,0.000,11.865,158.461,32,2,1,1,0,0,499
2026-09-02T09:20:58.6975860Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,26.312,158.473,32,2,1,1,0,0,505
2026-09-02T09:20:59.2102559Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,32.226,158.469,32,2,1,1,0,0,510
2026-09-02T09:20:59.7267590Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,14.446,158.469,32,2,1,1,0,0,514
2026-09-02T09:21:00.2294026Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,6.400,158.469,32,2,1,1,0,0,519
2026-09-02T09:21:00.7351848Z,0,0,10.000,36.000,0.000,0.000,0.000,0.000,0.000,15.750,158.473,32,2,1,1,0,0,524
2026-09-02T09:21:01.2400836Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,4.034,158.473,31,2,1,1,0,0,528
2026-09-02T09:21:01.7437160Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,158.445,31,2,1,1,0,0,532
2026-09-02T09:21:02.2585940Z,0,0,10.000,36.000,0.000,0.000,0.000,0.000,0.000,0.556,158.227,31,2,1,1,0,0,538
2026-09-02T09:21:02.7722431Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,8.611,158.484,31,2,1,1,0,0,542
2026-09-02T09:21:03.2854860Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,1.646,158.484,31,2,1,1,0,0,547
2026-09-02T09:21:03.7997278Z,0,0,10.000,47.000,0.000,0.000,0.000,0.000,0.000,2.579,158.516,32,2,1,1,0,0,552
2026-09-02T09:21:04.3156927Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,3.035,158.266,32,2,1,1,0,0,556
2026-09-02T09:21:04.8201764Z,0,0,10.000,43.000,0.000,0.000,0.000,0.000,0.000,0.000,158.512,32,2,1,1,0,0,561
2026-09-02T09:21:05.3234205Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,5.833,158.504,32,2,1,1,0,0,566
2026-09-02T09:21:05.8277651Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,5.140,158.492,32,2,1,1,0,0,570
2026-09-02T09:21:06.3436969Z,0,0,10.000,30.000,0.000,0.000,0.000,0.000,0.000,3.484,158.797,32,2,1,1,0,0,575
2026-09-02T09:21:06.8580804Z,0,0,10.000,46.000,0.000,0.000,0.000,0.000,0.000,10.049,158.801,32,2,1,1,0,0,580
2026-09-02T09:21:07.3677168Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,2.958,158.809,32,2,1,1,0,0,585
2026-09-02T09:21:07.8827952Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,5.392,158.824,32,2,1,1,0,0,589
2026-09-02T09:21:08.3983595Z,0,0,10.000,47.000,0.000,0.000,0.000,0.000,0.000,6.589,158.832,32,2,1,1,0,0,594
2026-09-02T09:21:08.9007217Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,1.778,158.805,32,2,1,1,0,0,599
2026-09-02T09:21:09.4051853Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,21.980,158.820,32,2,1,1,0,0,604
2026-09-02T09:21:09.9211409Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,5.810,158.824,32,2,1,1,0,0,608
2026-09-02T09:21:10.4331348Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,12.461,158.809,32,2,1,1,0,0,613
2026-09-02T09:21:10.9504549Z,0,0,10.000,50.000,0.000,0.000,0.000,0.000,0.000,9.993,158.586,32,2,1,1,0,0,617
2026-09-02T09:21:11.4641424Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,6.520,158.832,32,2,1,1,0,0,622
2026-09-02T09:21:11.9792598Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,7.199,158.840,32,2,1,1,0,0,627
2026-09-02T09:21:12.4974848Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,4.114,158.809,32,2,1,1,0,0,632
2026-09-02T09:21:13.0040704Z,0,0,10.000,43.000,0.000,0.000,0.000,0.000,0.000,0.000,158.812,32,2,1,1,0,0,637
2026-09-02T09:21:13.5095171Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,10.494,158.812,32,2,1,1,0,0,641
2026-09-02T09:21:14.0146030Z,0,0,10.000,48.000,0.000,0.000,0.000,0.000,0.000,20.998,157.355,31,2,1,1,0,0,646
2026-09-02T09:21:14.5265827Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,7.430,157.363,31,2,1,1,0,0,651
2026-09-02T09:21:15.0407471Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,6.271,157.402,31,2,1,1,0,0,655
2026-09-02T09:21:15.5565539Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,2.980,157.613,31,2,1,1,0,0,659
2026-09-02T09:21:16.0658588Z,0,0,10.000,36.000,0.000,0.000,0.000,0.000,0.000,1.821,157.609,31,2,1,1,0,0,665
2026-09-02T09:21:16.5710017Z,0,0,10.000,47.000,0.000,0.000,0.000,0.000,0.000,24.984,157.617,31,2,1,1,0,0,669
2026-09-02T09:21:17.0782042Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,17.614,157.883,31,2,1,1,0,0,674
2026-09-02T09:21:17.5820945Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,6.435,157.883,31,2,1,1,0,0,678
2026-09-02T09:21:18.0932050Z,0,0,10.000,44.000,0.000,0.000,0.000,0.000,0.000,35.595,158.059,31,2,1,1,0,0,683
2026-09-02T09:21:18.6052267Z,0,0,10.000,37.000,0.000,0.000,0.000,0.000,0.000,20.570,158.062,31,2,1,1,0,0,688
2026-09-02T09:21:19.1168900Z,0,0,10.000,35.000,0.000,0.000,0.000,0.000,0.000,10.222,158.055,31,2,1,1,0,0,693
2026-09-02T09:21:19.6279934Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,29.331,158.059,31,2,1,1,0,0,698
2026-09-02T09:21:20.1398651Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,17.158,159.320,32,3,2,1,0,0,703
2026-09-02T09:21:20.6485195Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,1.831,159.320,32,3,2,1,0,0,707
2026-09-02T09:21:21.1550854Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,15.938,159.320,32,3,2,1,0,0,712
2026-09-02T09:21:21.6712541Z,0,0,10.000,34.000,0.000,0.000,0.000,0.000,0.000,18.134,159.320,32,3,2,1,0,0,717
2026-09-02T09:21:22.1889470Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,34.619,159.320,32,3,2,1,0,0,722
2026-09-02T09:21:22.7026000Z,0,0,10.000,47.000,0.000,0.000,0.000,0.000,0.000,6.948,159.098,32,3,2,1,0,0,727
2026-09-02T09:21:23.2175481Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,9.947,159.336,32,3,2,1,0,0,732
2026-09-02T09:21:23.7302366Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,159.340,32,3,2,1,0,0,737
2026-09-02T09:21:24.2442143Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,4.591,159.301,31,3,2,1,0,0,742
2026-09-02T09:21:24.7492247Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,12.004,159.379,32,3,2,1,0,0,747
2026-09-02T09:21:25.2550584Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,10.964,159.379,32,3,2,1,0,0,752
2026-09-02T09:21:25.7575778Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,28.694,159.379,32,3,2,1,0,0,757
2026-09-02T09:21:26.2609844Z,0,0,10.000,46.000,0.000,0.000,0.000,0.000,0.000,16.312,159.379,32,3,2,1,0,0,761
2026-09-02T09:21:26.7661392Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,17.777,159.379,32,3,2,1,0,0,766
2026-09-02T09:21:27.2803680Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,28.630,159.379,32,3,2,1,0,0,771
2026-09-02T09:21:27.7877779Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,5.310,159.383,32,3,2,1,0,0,775
2026-09-02T09:21:28.3016137Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,3.978,159.383,32,3,2,1,0,0,780
2026-09-02T09:21:28.8145765Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,159.355,31,3,2,1,0,0,785
2026-09-02T09:21:29.3270025Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,18.592,159.355,31,3,2,1,0,0,789
2026-09-02T09:21:29.8447071Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,14.217,159.355,31,3,2,1,0,0,794
2026-09-02T09:21:30.3470098Z,0,0,10.000,33.000,0.000,0.000,0.000,0.000,0.000,12.211,159.367,31,3,2,1,0,0,799
2026-09-02T09:21:30.8491190Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,11.765,159.367,31,3,2,1,0,0,804
2026-09-02T09:21:31.3511050Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,159.367,31,3,2,1,0,0,809
2026-09-02T09:21:31.8527715Z,0,0,10.000,31.000,0.000,0.000,0.000,0.000,0.000,7.132,159.367,31,3,2,1,0,0,814
2026-09-02T09:21:32.3691284Z,0,0,10.000,32.000,0.000,0.000,0.000,0.000,0.000,2.454,159.145,31,3,2,1,0,0,819
